"Year,RPM_DOMESTIC,RPM_INTERNATIONAL,RPM_TOTAL,ASM_Month,ASM_DOMESTIC,ASM_INTERNATIONAL,ASM_TOTAL,LF_DOMESTIC,LF_INTERNATIONAL,LF_TOTAL,",
"Jan-16,""48,125,350"",""54,389,595"",""102,514,945"",1,""59,748,454"",""68,322,630"",""128,071,084"",80.55,79.61,80.05,",
"Feb-16,""46,501,259"",""45,998,614"",""92,499,874"",2,""57,532,125"",""62,772,279"",""120,304,405"",80.83,73.28,76.89,",
"Mar-16,""56,739,395"",""55,186,857"",""111,926,252"",3,""66,530,824"",""70,249,955"",""136,780,778"",85.28,78.56,81.83,",
"Apr-16,""53,659,609"",""55,017,666"",""108,677,275"",4,""63,833,344"",""71,273,999"",""135,107,343"",84.06,77.19,80.44,",
"May-16,""57,169,467"",""61,282,733"",""118,452,200"",5,""66,603,125"",""76,253,356"",""142,856,481"",85.84,80.37,82.92,",
"Jun-16,""60,317,446"",""66,024,932"",""126,342,379"",6,""68,855,243"",""78,420,674"",""147,275,917"",87.6,84.19,85.79,",
"Jul-16,""62,392,940"",""71,625,246"",""134,018,186"",7,""71,584,650"",""83,427,732"",""155,012,382"",87.16,85.85,86.46,",
"Aug-16,""59,322,543"",""70,500,238"",""129,822,781"",8,""70,030,601"",""82,948,013"",""152,978,614"",84.71,84.99,84.86,",
"Sep-16,""52,701,233"",""60,885,116"",""113,586,348"",9,""62,565,798"",""75,528,845"",""138,094,644"",84.23,80.61,82.25,",
"Oct-16,""55,358,373"",""58,993,757"",""114,352,130"",10,""64,826,512"",""74,523,760"",""139,350,272"",85.39,79.16,82.06,",
"Nov-16,""53,314,925"",""52,546,070"",""105,860,995"",11,""62,937,432"",""66,774,701"",""129,712,133"",84.71,78.69,81.61,",
"Dec-16,""54,870,496"",""59,373,092"",""114,243,588"",12,""65,775,121"",""73,470,637"",""139,245,758"",83.42,80.81,82.04,",
"Jan-17,""50,177,422"",""58,317,704"",""108,495,126"",1,""63,149,503"",""73,059,820"",""136,209,324"",79.46,79.82,79.65,",
"Feb-17,""46,513,775"",""47,423,843"",""93,937,618"",2,""57,495,512"",""64,300,513"",""121,796,024"",80.9,73.75,77.13,",
"Mar-17,""58,829,158"",""57,136,062"",""115,965,220"",3,""68,804,868"",""74,117,882"",""142,922,750"",85.5,77.09,81.14,",
"Apr-17,""56,339,489"",""61,391,643"",""117,731,132"",4,""66,132,799"",""76,949,047"",""143,081,846"",85.19,79.78,82.28,",
"May-17,""59,057,230"",""64,592,169"",""123,649,399"",5,""68,899,616"",""80,691,587"",""149,591,202"",85.71,80.05,82.66,",
"Jun-17,""62,510,827"",""70,212,848"",""132,723,675"",6,""71,719,791"",""83,207,223"",""154,927,014"",87.16,84.38,85.67,",
"Jul-17,""65,079,617"",""76,094,846"",""141,174,463"",7,""74,867,167"",""88,959,970"",""163,827,137"",86.93,85.54,86.17,",
"Aug-17,""62,564,374"",""75,223,452"",""137,787,826"",8,""73,290,006"",""87,803,746"",""161,093,752"",85.37,85.67,85.53,",
"Sep-17,""51,911,973"",""63,049,864"",""114,961,837"",9,""63,175,980"",""78,465,703"",""141,641,683"",82.17,80.35,81.16,",
"Oct-17,""58,297,066"",""62,010,367"",""120,307,433"",10,""68,063,863"",""78,568,819"",""146,632,681"",85.65,78.92,82.05,",
"Nov-17,""55,920,957"",""54,981,499"",""110,902,455"",11,""65,200,979"",""69,532,465"",""134,733,444"",85.77,79.07,82.31,",
